Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Direction,FloorCount,WalkScore,SchoolNearby,HospitalNearby,PublicTransport,PropertyCondition,HeatingType,GarageType,RenovatedYear
Richmond,5,u,935328.0,VB,Nelson,4/2/2017,,3031,2.0,4.0,,2110.3,,1877.0,,-37.7341,145.0837,Western Metropolitan,21408,E,1.0,80.0,No,Yes,No,Excellent,Solar,Carport,
Hawthorn,5,u,2662660.0,VB,hockingstuart,18/6/2016,26.8,3094,5.0,1.0,0.0,,,,Port Phillip,-37.8405,145.0062,Western Metropolitan,2564,,,,No,No,,Good,Gas,,2015.0
Hawthorn,5,t,,SA,Nelson,3/12/2016,16.8,3082,5.0,4.0,4.0,1399.5,507.8,,Port Phillip,-37.7123,144.723,Southern Metropolitan,5038,,3.0,,No,Yes,No,Poor,,Carport,
Camberwell,6,h,301567.0,PI,Biggin,1/9/2018,22.2,3178,,4.0,,569.0,,,Darebin,-37.8413,145.047,South-Eastern Metropolitan,20310,S,4.0,,,,,Excellent,Electric,,2004.0
Coburg,5,t,2438381.0,SA,hockingstuart,3/12/2016,24.7,3212,5.0,1.0,4.0,1421.4,220.8,1913.0,Yarra,-37.5874,144.9791,Southern Metropolitan,1516,W,4.0,74.0,Yes,No,No,Good,Gas,,
Collingwood,2,t,1775450.0,SP,Marshall,3/12/2016,18.9,3002,6.0,3.0,0.0,1961.3,,1956.0,Darebin,-37.8124,145.0467,Eastern Metropolitan,14802,W,1.0,38.0,,No,,Average,,Carport,2002.0
Fitzroy,4,h,2019361.0,S,Nelson,4/2/2017,17.7,3069,,4.0,4.0,,,1932.0,,-37.587,144.8557,South-Eastern Metropolitan,18901,NE,2.0,,No,Yes,,Excellent,Electric,,2018.0
Richmond,4,t,857132.0,SP,hockingstuart,4/2/2017,23.3,3159,,3.0,4.0,258.0,329.4,,Yarra,-37.8382,145.0885,Eastern Metropolitan,6190,W,,71.0,Yes,No,Yes,Poor,Gas,,2016.0
Camberwell,6,h,1462567.0,SA,hockingstuart,1/9/2018,20.4,3129,3.0,1.0,2.0,241.6,,,Moreland,,144.909,South-Eastern Metropolitan,12115,NW,1.0,99.0,No,Yes,Yes,Average,None,Single,
Collingwood,2,u,1880060.0,SA,hockingstuart,1/9/2018,23.3,3087,3.0,3.0,0.0,,,1867.0,Boroondara,,145.1472,Northern Metropolitan,24532,SW,2.0,97.0,Yes,Yes,Yes,,None,None,
Malvern,3,u,2987040.0,SA,Nelson,1/9/2018,22.2,3108,3.0,4.0,,497.8,77.0,,Boroondara,-37.6387,144.752,South-Eastern Metropolitan,2925,W,4.0,60.0,No,No,,,,Single,2007.0
Fitzroy,3,h,874913.0,SA,Marshall,7/5/2017,25.7,3058,1.0,1.0,,918.7,565.6,,Port Phillip,-37.8699,144.9423,Northern Metropolitan,29563,NE,1.0,48.0,No,Yes,Yes,Average,Solar,Double,
Fitzroy,5,u,,VB,hockingstuart,7/5/2017,23.2,3218,3.0,3.0,4.0,2314.5,,,Moonee Valley,-37.6044,144.8029,Eastern Metropolitan,29201,SE,1.0,76.0,No,No,No,Poor,,Single,2019.0
Preston,1,u,1167999.0,S,Nelson,4/2/2017,19.2,3200,3.0,1.0,,1258.5,,,Yarra,-37.769,144.9267,Southern Metropolitan,21110,N,4.0,66.0,Yes,No,Yes,,None,None,
South Yarra,3,h,2283764.0,VB,Biggin,4/2/2017,24.5,3076,3.0,1.0,4.0,585.3,,1909.0,Boroondara,,144.8769,Eastern Metropolitan,4996,W,4.0,,,,No,Good,,Carport,
Richmond,1,u,644768.0,SA,Nelson,1/9/2018,,3013,6.0,3.0,2.0,1428.3,323.2,1942.0,Moonee Valley,-37.8046,145.1017,Southern Metropolitan,4718,E,,,No,Yes,,Excellent,Gas,Carport,
Fitzroy,4,t,301272.0,PI,Nelson,7/5/2017,10.0,3050,2.0,4.0,1.0,,,1886.0,Port Phillip,-37.6381,144.7836,Northern Metropolitan,25995,W,3.0,82.0,No,No,,Excellent,,,1996.0
Camberwell,1,t,2776221.0,VB,Nelson,18/6/2016,2.0,3138,2.0,4.0,5.0,,,,Yarra,-37.9195,144.9994,Southern Metropolitan,4334,SE,2.0,33.0,,No,Yes,Average,Gas,Double,1996.0
Preston,4,h,499264.0,SA,hockingstuart,7/5/2017,20.5,3077,2.0,4.0,5.0,,,,Moreland,-37.6997,144.9032,Eastern Metropolitan,24243,SW,,75.0,Yes,Yes,No,Average,Solar,None,
Collingwood,2,u,486538.0,SA,Nelson,4/2/2017,21.5,3079,4.0,4.0,5.0,889.9,,,Darebin,-37.7471,144.959,Eastern Metropolitan,29127,S,2.0,60.0,Yes,Yes,Yes,Good,Gas,Carport,1995.0
Malvern,2,t,2926115.0,S,Biggin,7/5/2017,34.1,3009,1.0,2.0,,2000.9,,1904.0,Darebin,-37.8261,145.0572,Eastern Metropolitan,21053,E,1.0,,Yes,Yes,Yes,,,Single,
Brunswick,6,t,765447.0,SP,hockingstuart,4/2/2017,13.9,3211,6.0,1.0,5.0,381.3,,,,-37.6478,144.8786,South-Eastern Metropolitan,8046,,2.0,33.0,No,Yes,Yes,Excellent,,Single,
Richmond,6,u,403706.0,VB,Biggin,1/9/2018,15.0,3079,,1.0,3.0,1207.2,73.6,,Boroondara,-37.929,144.8835,Eastern Metropolitan,4043,N,4.0,31.0,No,,Yes,Good,,,
Coburg,5,u,,VB,Barry,1/9/2018,8.7,3123,,2.0,2.0,2235.9,422.0,,Darebin,-37.7509,144.7384,South-Eastern Metropolitan,8802,S,1.0,68.0,No,No,,Poor,Electric,Double,
Hawthorn,3,t,1223902.0,VB,Nelson,1/9/2018,4.3,3185,3.0,1.0,0.0,713.2,,2003.0,Moreland,-37.7473,144.976,Western Metropolitan,12474,,4.0,73.0,No,No,Yes,,,Single,2019.0
Reservoir,5,t,1003818.0,SA,hockingstuart,18/6/2016,27.5,3033,2.0,1.0,,1789.8,70.8,1911.0,Moonee Valley,-37.9154,144.9085,Northern Metropolitan,16227,S,4.0,48.0,No,No,No,Excellent,Solar,Carport,2020.0
Reservoir,4,h,1077150.0,S,hockingstuart,18/6/2016,10.2,3120,6.0,3.0,3.0,502.6,412.9,,Moonee Valley,-37.8956,,Western Metropolitan,19108,SW,1.0,70.0,Yes,No,No,Average,None,,
Collingwood,5,h,2036852.0,SA,Nelson,4/2/2017,22.1,3079,1.0,2.0,0.0,353.0,,1900.0,Moreland,-37.7861,144.9196,Western Metropolitan,19975,,2.0,67.0,Yes,No,Yes,Average,Gas,None,1998.0
Moonee Ponds,1,t,2636166.0,SA,Marshall,3/12/2016,24.7,3205,3.0,1.0,2.0,1593.5,,,Yarra,-37.7354,145.1854,South-Eastern Metropolitan,2752,SE,2.0,94.0,No,No,Yes,Excellent,Solar,,1995.0
Moonee Ponds,4,h,1088489.0,PI,Marshall,18/6/2016,17.6,3052,4.0,1.0,1.0,2041.3,,1883.0,Boroondara,-37.9287,144.7859,South-Eastern Metropolitan,28669,W,1.0,64.0,No,Yes,Yes,Average,None,None,
Collingwood,6,t,1378371.0,S,Biggin,4/2/2017,30.9,3155,5.0,2.0,2.0,,431.6,2007.0,Boroondara,-37.9453,144.8335,Northern Metropolitan,11772,SW,4.0,40.0,No,No,,Excellent,,None,
Camberwell,2,t,592553.0,VB,Nelson,7/5/2017,16.6,3017,3.0,2.0,2.0,2757.4,75.7,,Moreland,-37.873,144.896,Northern Metropolitan,2490,,2.0,,No,Yes,No,Excellent,Electric,Carport,
Fitzroy,6,h,292137.0,SP,Nelson,1/9/2018,,3153,5.0,3.0,1.0,716.0,524.9,2014.0,Darebin,-37.7549,144.7852,Northern Metropolitan,12639,N,2.0,,No,,No,,,None,
South Yarra,3,h,1691945.0,VB,Barry,1/9/2018,31.6,3101,6.0,3.0,,,214.3,1861.0,Port Phillip,-37.9339,145.1862,Eastern Metropolitan,28722,W,,72.0,,,,Good,Gas,None,
Richmond,4,u,388925.0,SA,Marshall,1/9/2018,30.4,3134,3.0,4.0,4.0,,89.7,,Boroondara,-37.6567,145.0205,Eastern Metropolitan,5652,NW,2.0,34.0,Yes,No,No,,Electric,Double,1998.0
Reservoir,4,u,2883819.0,S,Marshall,4/2/2017,7.4,3172,4.0,4.0,,550.2,465.5,1910.0,Boroondara,-37.8892,144.7056,Northern Metropolitan,19011,NW,2.0,55.0,No,Yes,No,Average,,None,1996.0
Reservoir,1,u,1183296.0,S,Nelson,1/9/2018,2.9,3097,6.0,3.0,,317.5,333.7,1988.0,Moonee Valley,-37.641,144.9893,South-Eastern Metropolitan,26643,W,3.0,61.0,Yes,No,No,Good,Solar,,1998.0
South Yarra,3,t,2468321.0,S,Biggin,18/6/2016,5.0,3044,1.0,1.0,1.0,2403.6,,1950.0,Moonee Valley,-37.8681,145.0906,Western Metropolitan,28663,SW,3.0,76.0,Yes,,Yes,Average,Gas,,2016.0
Fitzroy,2,h,1468015.0,PI,Nelson,7/5/2017,11.5,3198,5.0,2.0,,,,,Moonee Valley,-37.8114,144.7257,Northern Metropolitan,16561,SE,1.0,,No,Yes,No,,,None,2017.0
Reservoir,4,t,625233.0,VB,Biggin,1/9/2018,34.1,3034,5.0,3.0,4.0,1196.1,52.0,1973.0,Port Phillip,-37.7584,144.989,Northern Metropolitan,15681,SW,1.0,79.0,Yes,Yes,Yes,Average,Electric,,
Hawthorn,4,h,1230960.0,PI,Marshall,4/2/2017,20.4,3179,1.0,4.0,,,411.1,1865.0,Boroondara,-37.8111,144.8872,Western Metropolitan,19057,N,4.0,87.0,No,No,Yes,,None,,1995.0
Coburg,1,t,,SP,Barry,7/5/2017,14.3,3113,5.0,2.0,0.0,,,,Boroondara,-37.9406,144.9907,Southern Metropolitan,5103,SE,3.0,,No,No,Yes,Average,Electric,Single,
Richmond,5,u,2810272.0,SA,hockingstuart,1/9/2018,31.3,3020,6.0,4.0,,542.6,439.9,1886.0,,-37.5866,144.8263,Northern Metropolitan,19306,,1.0,84.0,No,Yes,Yes,Excellent,,,
Essendon,2,u,1984635.0,PI,Marshall,3/12/2016,17.0,3155,,1.0,5.0,858.4,391.8,1939.0,Boroondara,-37.8354,145.033,Northern Metropolitan,24016,E,3.0,87.0,No,No,,,Electric,None,2014.0
Reservoir,6,u,2207792.0,PI,Biggin,1/9/2018,12.4,3095,,1.0,0.0,755.0,404.7,1922.0,Darebin,-37.8956,145.0357,Eastern Metropolitan,5129,W,1.0,69.0,Yes,,,Good,None,,
Collingwood,3,t,1084123.0,SA,Nelson,18/6/2016,33.1,3043,4.0,4.0,3.0,1521.3,,1958.0,Darebin,-37.897,144.9698,Western Metropolitan,29322,SW,2.0,87.0,No,Yes,No,Average,Gas,Double,2018.0
Coburg,4,h,1466688.0,S,Marshall,7/5/2017,,3079,3.0,2.0,2.0,,393.4,1950.0,Darebin,-37.5602,145.1619,Northern Metropolitan,4813,N,2.0,75.0,Yes,Yes,No,Poor,Gas,None,
Reservoir,4,h,474062.0,SA,Barry,18/6/2016,,3055,3.0,4.0,,,,,Yarra,-37.9008,145.1547,Northern Metropolitan,4877,N,4.0,74.0,Yes,Yes,No,Average,Gas,Carport,1995.0
St Kilda,6,u,2405138.0,VB,Biggin,3/12/2016,18.9,3137,1.0,2.0,,,,1917.0,Boroondara,-37.8114,144.7238,Southern Metropolitan,4900,SE,3.0,39.0,No,No,No,Poor,None,Double,2013.0
Malvern,2,u,681978.0,SA,Nelson,3/12/2016,28.1,3150,,3.0,3.0,2343.0,107.0,,Port Phillip,-37.923,144.8449,Western Metropolitan,28831,S,3.0,77.0,No,,Yes,Good,Gas,Carport,
Hawthorn,5,u,1977536.0,S,hockingstuart,18/6/2016,7.9,3175,6.0,4.0,2.0,2145.0,476.5,,Boroondara,-37.6558,144.8821,Northern Metropolitan,21641,SE,3.0,91.0,No,No,,Poor,Solar,Single,
Coburg,4,u,2039639.0,SA,Biggin,7/5/2017,20.9,3179,4.0,4.0,,656.5,,1951.0,Port Phillip,-37.7113,144.7276,Southern Metropolitan,1718,SE,,57.0,Yes,No,No,,Gas,Single,
Preston,2,h,1403891.0,PI,Nelson,3/12/2016,34.5,3142,3.0,2.0,,391.9,177.9,,Moreland,-37.7366,,Northern Metropolitan,1949,NE,2.0,49.0,No,Yes,Yes,,Gas,Double,
Essendon,6,t,2666500.0,SP,hockingstuart,3/12/2016,11.6,3054,3.0,3.0,2.0,1650.2,,,,-37.6077,144.7123,South-Eastern Metropolitan,2087,SE,2.0,99.0,No,Yes,Yes,,None,Double,2018.0
Malvern,1,t,952214.0,PI,Nelson,1/9/2018,28.2,3042,6.0,2.0,5.0,636.8,369.8,,Yarra,-37.7207,145.039,Southern Metropolitan,20868,NE,3.0,70.0,,,Yes,,Gas,None,
Northcote,5,t,1766589.0,SP,hockingstuart,4/2/2017,18.2,3049,2.0,2.0,2.0,300.6,308.1,1890.0,Moreland,-37.5678,144.7013,South-Eastern Metropolitan,21633,NE,4.0,35.0,Yes,Yes,Yes,Good,Electric,Carport,2012.0
Collingwood,3,t,2038205.0,SA,hockingstuart,3/12/2016,3.3,3005,5.0,,,1604.9,,,Darebin,-37.7009,144.716,Northern Metropolitan,28211,SE,3.0,,Yes,Yes,No,Poor,None,Single,2011.0
Collingwood,4,u,2010143.0,VB,hockingstuart,7/5/2017,27.2,3160,1.0,4.0,4.0,,,1911.0,,-37.8083,,Southern Metropolitan,10912,,1.0,,No,No,Yes,Excellent,Gas,Double,
Richmond,2,u,475687.0,SA,Nelson,7/5/2017,7.6,3061,2.0,2.0,,2280.6,398.8,,Yarra,-37.9353,144.8263,Western Metropolitan,23731,W,,32.0,No,,No,,Solar,Carport,
South Yarra,1,u,1594700.0,S,hockingstuart,1/9/2018,22.8,3054,2.0,,4.0,976.9,,,Yarra,-37.6599,144.7406,Eastern Metropolitan,8337,,2.0,62.0,No,No,No,Excellent,None,Double,
Malvern,3,t,2492365.0,SA,Biggin,7/5/2017,4.8,3166,2.0,,1.0,,,,Moonee Valley,-37.8005,144.8997,Northern Metropolitan,896,SE,3.0,,,Yes,No,Excellent,Gas,None,2019.0
Coburg,2,u,2321088.0,SP,Barry,1/9/2018,33.2,3139,,1.0,2.0,2287.6,,,Moreland,-37.7103,144.7255,Southern Metropolitan,12429,NW,1.0,,Yes,,Yes,Average,Solar,,
Fitzroy,2,u,2363048.0,PI,Barry,3/12/2016,11.6,3115,,4.0,2.0,220.2,,1951.0,Boroondara,-37.5995,145.0752,South-Eastern Metropolitan,17627,NW,4.0,39.0,Yes,No,No,Poor,None,Single,
Collingwood,3,h,2436505.0,VB,hockingstuart,3/12/2016,9.5,3030,6.0,4.0,,,346.2,,Moonee Valley,-37.9469,144.9471,Southern Metropolitan,22163,SW,2.0,48.0,No,No,Yes,Excellent,Electric,Double,
Coburg,1,h,279813.0,SA,Barry,3/12/2016,6.3,3073,4.0,3.0,5.0,,,1976.0,Port Phillip,-37.6462,144.976,Western Metropolitan,10145,N,1.0,38.0,Yes,Yes,,Good,Electric,Carport,2007.0
Camberwell,6,u,916041.0,SA,Barry,3/12/2016,33.2,3180,2.0,4.0,2.0,2101.1,64.5,1926.0,Darebin,-37.7759,145.0765,Southern Metropolitan,2517,NW,1.0,36.0,Yes,Yes,No,Good,Gas,None,
Coburg,1,h,,PI,hockingstuart,4/2/2017,25.5,3033,2.0,3.0,,1518.5,,,Moonee Valley,-37.9004,145.0922,South-Eastern Metropolitan,29222,NW,2.0,,No,,No,Good,Solar,,
Camberwell,5,h,,VB,hockingstuart,4/2/2017,26.5,3168,1.0,4.0,,,559.8,,Darebin,-37.717,144.7681,Northern Metropolitan,28362,E,2.0,43.0,Yes,,Yes,Excellent,Electric,None,2010.0
St Kilda,4,u,,SA,Biggin,3/12/2016,,3009,3.0,1.0,5.0,1135.4,422.1,1891.0,,-37.737,144.8401,South-Eastern Metropolitan,26901,SE,1.0,31.0,No,Yes,No,Average,Solar,,2004.0
Brunswick,3,u,523541.0,SA,Marshall,7/5/2017,17.7,3051,5.0,1.0,5.0,850.8,,1958.0,Boroondara,-37.6131,,South-Eastern Metropolitan,11359,,4.0,,Yes,Yes,,Excellent,Electric,,
Brunswick,6,u,2702550.0,SP,Nelson,1/9/2018,5.6,3202,2.0,2.0,4.0,2841.3,156.4,1930.0,Moreland,-37.7414,144.727,South-Eastern Metropolitan,14527,,1.0,89.0,No,Yes,,Average,,Single,2017.0
Northcote,3,u,,SP,hockingstuart,18/6/2016,20.5,3184,4.0,2.0,1.0,986.9,,,,-37.6191,144.9688,Eastern Metropolitan,20495,SW,,74.0,,No,Yes,,Electric,,2010.0
Preston,3,t,1865181.0,S,hockingstuart,1/9/2018,,3077,,3.0,0.0,237.1,331.0,2007.0,Moonee Valley,-37.7322,144.8249,Northern Metropolitan,19206,SE,3.0,49.0,No,Yes,No,,,Single,1997.0
Northcote,1,t,,PI,Barry,18/6/2016,34.2,3002,4.0,3.0,2.0,543.5,156.4,,Boroondara,-37.7712,144.777,Eastern Metropolitan,13475,SE,,55.0,Yes,Yes,Yes,Good,Solar,Double,2017.0
Camberwell,4,u,1600816.0,VB,Biggin,18/6/2016,28.3,3184,1.0,2.0,0.0,,429.6,,Darebin,-37.8015,144.9551,Southern Metropolitan,19515,NW,1.0,,Yes,Yes,Yes,Good,Gas,Single,
Malvern,5,h,2663081.0,SA,Barry,3/12/2016,15.6,3160,4.0,3.0,4.0,1780.6,345.3,,Boroondara,-37.8805,145.017,Northern Metropolitan,10645,,2.0,97.0,Yes,Yes,Yes,Excellent,,Single,
Reservoir,2,u,2399496.0,SA,hockingstuart,18/6/2016,7.0,3134,6.0,4.0,4.0,,,,Moreland,-37.7164,145.0861,Northern Metropolitan,17245,NE,1.0,68.0,No,,Yes,Good,Electric,Carport,2015.0
Fitzroy,2,u,1020348.0,S,hockingstuart,3/12/2016,27.9,3003,1.0,1.0,,2435.9,,1907.0,Darebin,-37.7323,144.7087,Southern Metropolitan,899,E,4.0,52.0,Yes,Yes,,Good,None,Single,
Reservoir,3,h,2823011.0,SA,Barry,4/2/2017,6.0,3166,5.0,2.0,5.0,2478.5,,,Yarra,-37.5597,144.9631,Southern Metropolitan,4154,E,,54.0,Yes,Yes,Yes,Poor,None,Carport,2020.0
Moonee Ponds,4,t,1156814.0,PI,hockingstuart,7/5/2017,,3047,4.0,2.0,5.0,1674.3,501.9,1967.0,Port Phillip,-37.785,144.8335,South-Eastern Metropolitan,9486,NW,4.0,82.0,Yes,,Yes,Excellent,,Double,
Reservoir,6,u,2287171.0,S,Marshall,18/6/2016,9.0,3073,3.0,4.0,,572.5,238.8,,,-37.7814,145.1958,Northern Metropolitan,17446,NW,4.0,40.0,Yes,No,Yes,Excellent,Gas,,
Richmond,1,u,708819.0,PI,Nelson,7/5/2017,,3078,2.0,3.0,,487.3,,,Moreland,-37.8845,144.7785,Western Metropolitan,28231,NE,4.0,54.0,Yes,,Yes,Average,None,Carport,1995.0
Reservoir,4,t,,S,Nelson,3/12/2016,28.0,3143,5.0,2.0,5.0,,,1888.0,Yarra,-37.711,144.9189,South-Eastern Metropolitan,8302,E,2.0,,Yes,No,No,,Solar,None,
Northcote,4,t,,SA,Nelson,18/6/2016,12.4,3165,,2.0,,1131.2,,1942.0,Port Phillip,-37.6109,145.185,Northern Metropolitan,27350,W,1.0,75.0,Yes,No,No,Excellent,Electric,Carport,2006.0
Collingwood,1,h,694874.0,S,Marshall,1/9/2018,4.8,3003,3.0,4.0,2.0,1696.2,,1997.0,Boroondara,-37.8508,,Southern Metropolitan,2564,SW,,56.0,No,No,No,Excellent,Solar,,
Hawthorn,3,t,1741341.0,SP,hockingstuart,4/2/2017,17.3,3003,5.0,1.0,0.0,1520.5,,,Moreland,-37.9464,145.1034,Southern Metropolitan,8911,S,3.0,92.0,Yes,,Yes,Average,Gas,Single,2002.0
Collingwood,4,t,2358701.0,VB,Barry,4/2/2017,26.7,3119,6.0,2.0,,,94.1,,Yarra,-37.6734,144.8215,Western Metropolitan,19515,W,4.0,76.0,Yes,No,No,Good,Solar,Carport,2007.0
Brunswick,2,t,2372891.0,SA,Biggin,18/6/2016,9.3,3118,4.0,2.0,2.0,144.7,431.5,,Port Phillip,-37.9375,144.7376,Northern Metropolitan,11191,W,1.0,43.0,No,No,Yes,Poor,,Carport,2010.0
Hawthorn,1,h,1057641.0,VB,hockingstuart,4/2/2017,9.3,3154,5.0,4.0,,146.9,198.3,1881.0,Yarra,-37.7863,144.7214,Eastern Metropolitan,2516,S,4.0,52.0,No,Yes,Yes,Average,Solar,Carport,2001.0
South Yarra,6,t,2978491.0,SA,Marshall,1/9/2018,33.3,3213,5.0,2.0,0.0,,593.4,,Port Phillip,-37.7049,145.1744,South-Eastern Metropolitan,1125,NE,1.0,45.0,No,Yes,,Good,Solar,Single,
Fitzroy,5,t,2304048.0,VB,Marshall,7/5/2017,33.5,3213,5.0,,4.0,619.7,572.3,1873.0,Moreland,,144.8064,Northern Metropolitan,10356,NE,,,No,No,Yes,Average,Solar,Double,
Fitzroy,3,h,1313692.0,SP,Nelson,1/9/2018,34.7,3016,1.0,1.0,5.0,1974.0,451.8,1865.0,Moonee Valley,-37.8458,,Eastern Metropolitan,15964,SE,2.0,32.0,No,Yes,No,Poor,,,2017.0
Richmond,1,t,794333.0,VB,hockingstuart,4/2/2017,28.7,3095,3.0,2.0,4.0,1662.4,,2017.0,Moreland,-37.6303,145.1835,Southern Metropolitan,3841,S,2.0,,No,Yes,Yes,Good,,None,2014.0
Malvern,5,t,1193831.0,S,Nelson,7/5/2017,8.2,3069,6.0,4.0,5.0,2946.3,,1906.0,Port Phillip,-37.8296,145.0287,Southern Metropolitan,25978,NW,2.0,58.0,No,Yes,Yes,Average,,,2010.0
Northcote,5,h,285709.0,VB,Biggin,1/9/2018,9.0,3181,4.0,1.0,1.0,2514.4,,2007.0,Moonee Valley,-37.878,144.9441,Eastern Metropolitan,16947,SE,4.0,33.0,,No,Yes,Good,None,Single,
Brunswick,6,u,2128625.0,SA,Nelson,3/12/2016,13.2,3096,2.0,1.0,1.0,,181.8,,Boroondara,-37.7946,144.9177,Eastern Metropolitan,10683,W,4.0,94.0,Yes,No,No,Average,,Single,
St Kilda,4,h,1980841.0,PI,Biggin,3/12/2016,12.5,3007,4.0,1.0,1.0,1868.4,80.3,1893.0,Yarra,-37.8973,144.7243,Western Metropolitan,18811,N,2.0,37.0,,No,Yes,Excellent,Electric,Carport,2018.0
Moonee Ponds,6,t,,VB,Marshall,7/5/2017,33.6,3113,4.0,3.0,0.0,396.0,584.4,1860.0,,-37.6738,145.1195,Northern Metropolitan,26025,E,1.0,77.0,Yes,Yes,Yes,Poor,None,Single,
Malvern,4,t,,VB,Nelson,7/5/2017,28.0,3180,1.0,4.0,,1189.8,73.6,1867.0,Moreland,-37.666,145.081,Southern Metropolitan,16011,E,,45.0,No,Yes,,Average,None,,
Fitzroy,4,t,555063.0,VB,Nelson,7/5/2017,25.9,3004,,,4.0,2215.0,,,Darebin,-37.9441,144.7453,South-Eastern Metropolitan,25514,E,,76.0,Yes,Yes,Yes,,None,,
Collingwood,1,h,1119953.0,SA,Barry,3/12/2016,8.1,3196,5.0,2.0,2.0,1886.9,470.2,1927.0,Boroondara,-37.6721,144.8767,Southern Metropolitan,17780,,3.0,60.0,Yes,No,No,Excellent,None,None,
Reservoir,1,t,2833273.0,VB,Marshall,1/9/2018,32.0,3046,4.0,,,,250.5,,Moreland,-37.8304,145.1427,Northern Metropolitan,22742,W,,,No,No,No,Poor,,Single,
Reservoir,3,t,2566374.0,SA,Barry,7/5/2017,29.3,3201,3.0,3.0,5.0,570.8,50.5,,Darebin,-37.6875,144.8182,Eastern Metropolitan,16348,NE,1.0,97.0,,No,No,Poor,Gas,Single,
South Yarra,4,h,963806.0,SA,Biggin,3/12/2016,7.4,3039,1.0,2.0,,2419.3,43.4,1980.0,Boroondara,-37.6674,145.0056,Western Metropolitan,7867,NW,3.0,72.0,,Yes,No,,Solar,None,2005.0
Brunswick,5,u,1215398.0,PI,Biggin,7/5/2017,30.7,3121,6.0,3.0,5.0,,154.2,1882.0,Moonee Valley,-37.8389,144.944,Southern Metropolitan,29752,S,3.0,63.0,No,No,No,Average,Electric,Single,
Northcote,2,u,,S,Marshall,7/5/2017,11.0,3134,1.0,1.0,,,,1943.0,Boroondara,-37.8758,145.1093,Western Metropolitan,18963,,,35.0,No,,Yes,,,Single,
Northcote,3,t,2479523.0,SA,Biggin,7/5/2017,4.7,3139,3.0,2.0,1.0,1854.2,,1976.0,Moreland,-37.6195,144.718,Eastern Metropolitan,16884,NW,3.0,78.0,No,Yes,,Average,None,Single,2013.0
Preston,1,h,2729802.0,SP,Marshall,3/12/2016,23.7,3093,,1.0,5.0,1149.6,367.8,1883.0,Port Phillip,-37.6543,145.1081,Northern Metropolitan,5301,N,3.0,,Yes,No,Yes,,None,Double,2020.0
Camberwell,6,t,1272509.0,VB,Biggin,1/9/2018,23.6,3152,3.0,1.0,4.0,169.8,472.3,2000.0,Port Phillip,-37.6151,144.7679,Southern Metropolitan,20893,NW,,,Yes,Yes,No,Excellent,Electric,,
Essendon,3,h,1000774.0,SP,hockingstuart,3/12/2016,5.1,3027,2.0,3.0,,735.6,,1928.0,Port Phillip,-37.7757,144.7075,Northern Metropolitan,28129,S,4.0,38.0,,Yes,No,Excellent,,Double,2001.0
Fitzroy,3,h,1174993.0,VB,Nelson,3/12/2016,12.5,3170,3.0,4.0,,2672.8,129.8,1939.0,Moreland,-37.7675,144.9978,South-Eastern Metropolitan,16605,,4.0,34.0,Yes,,Yes,Excellent,Gas,Carport,
Northcote,3,u,603791.0,PI,hockingstuart,7/5/2017,34.8,3076,2.0,2.0,,2463.0,488.0,1919.0,Moreland,-37.8123,144.8293,Northern Metropolitan,6524,N,4.0,,No,,No,Good,Solar,Single,
South Yarra,3,u,1634525.0,SA,Marshall,18/6/2016,24.4,3174,6.0,2.0,4.0,1745.8,,1897.0,Boroondara,-37.7504,145.0546,Eastern Metropolitan,19647,NW,2.0,45.0,No,Yes,Yes,Average,Solar,Single,
Collingwood,2,h,1629087.0,S,Marshall,18/6/2016,26.1,3048,5.0,4.0,,1425.7,,2013.0,Moreland,-37.6914,144.9349,Eastern Metropolitan,19517,N,3.0,88.0,No,Yes,Yes,Poor,Electric,,
Brunswick,6,t,1113787.0,SA,hockingstuart,18/6/2016,,3085,5.0,2.0,3.0,1959.1,,,Boroondara,-37.6242,145.0028,South-Eastern Metropolitan,29323,S,3.0,85.0,Yes,No,,Good,Gas,Carport,
Moonee Ponds,6,u,366220.0,VB,Nelson,3/12/2016,4.6,3053,1.0,3.0,3.0,1425.4,,,Port Phillip,-37.8767,145.0449,Northern Metropolitan,20316,SW,3.0,94.0,No,,Yes,Good,,,
Preston,6,t,471421.0,S,Nelson,7/5/2017,11.1,3017,3.0,2.0,5.0,1950.7,,,Yarra,-37.7878,145.1635,Eastern Metropolitan,27493,S,3.0,64.0,No,No,Yes,Good,None,,
South Yarra,4,u,599317.0,SA,Barry,18/6/2016,10.2,3026,1.0,3.0,,956.8,,1863.0,Yarra,-37.7655,145.1116,Eastern Metropolitan,2182,,4.0,39.0,Yes,Yes,,Good,None,Double,2017.0
Coburg,5,u,1038428.0,S,Biggin,4/2/2017,9.7,3071,3.0,2.0,5.0,,,1973.0,Yarra,-37.7548,144.9476,Eastern Metropolitan,1062,W,3.0,,No,Yes,,Excellent,None,Double,2001.0
Richmond,6,t,1282469.0,VB,Barry,4/2/2017,8.4,3133,1.0,3.0,,,92.0,,Darebin,-37.7332,144.919,Eastern Metropolitan,7492,S,,64.0,No,No,Yes,Excellent,Solar,None,
